Stock,Q1 2017 date,Q1 2017 Est,Q1 2017 Act,Q2 2017 date,Q2 2017 Est,Q2 2017 Act,Q3 2017 date,Q3 2017 Est,Q3 2017 Act,Q4 2017 date,Q4 2017 Est,Q4 2017 Act,Q1 2018 date,Q1 2018 Est,Q1 2018 Act,Q2 2018 date,Q2 2018 Est,Q2 2018 Act,Q3 2018 date,Q3 2018 Est,Q3 2018 Act,Q4 2018 date,Q4 2018 Est,Q4 2018 Act
ETFC,2017-01-26 00:00:00,0.42,0.46,2017-04-20 20:00:00,0.39,0.48,2017-07-20 20:00:00,0.48,0.7,2017-10-19 20:00:00,0.51,0.49,2018-01-25 21:00:00,0.61,0.69,2018-04-19 00:00:00,0.79,0.88,2018-07-19 00:00:00,0.88,0.95,2018-10-18 00:00:00,0.82,1
ETN,2017-02-02 13:30:00,1.1,1.12,2017-05-02 12:30:00,0.88,0.96,2017-08-01 12:30:00,1.16,1.15,2017-10-31 12:30:00,1.25,1.25,2018-02-01 13:30:00,1.21,1.29,2018-05-01 00:00:00,1.07,1.1,2018-07-31 00:00:00,1.33,1.39,2018-10-30 00:00:00,1.43,1.43
ETR,2017-02-15 13:30:00,0.13,0.31,2017-04-26 12:30:00,1.07,0.99,2017-08-02 12:30:00,1.19,3.11,2017-10-24 12:30:00,2.19,2.35,2018-02-23 13:30:00,0.46,0.76,2018-04-25 00:00:00,1.28,1.16,2018-08-01 00:00:00,1.31,1.79,2018-10-31 00:00:00,3,3.77
EVRG,2017-02-22 00:00:00,0.42,0.38,2017-05-09 00:00:00,0.45,0.42,2017-08-08 00:00:00,0.56,0.5,2017-10-31 00:00:00,1.1,1.11,2018-02-21 00:00:00,0.4,0.32,2018-05-08 00:00:00,0.48,0.42,2018-08-08 00:00:00,0.56,0.56,2018-11-07 00:00:00,1.25,1.32
EW,2017-02-01 21:00:00,0.72,0.75,2017-04-25 00:00:00,0.82,0.94,2017-07-26 00:00:00,0.88,1.08,2017-10-24 20:00:00,0.86,0.84,2018-02-01 21:00:00,0.91,0.94,2018-04-24 00:00:00,1.11,1.22,2018-07-26 00:00:00,0.38,0.41,2018-10-23 00:00:00,0.34,0.36
EXC,2017-02-08 13:30:00,0.45,0.44,2017-05-03 12:30:00,0.62,0.65,2017-08-02 12:30:00,0.53,0.54,2017-11-02 12:30:00,0.86,0.85,2018-02-07 13:30:00,0.6,0.55,2018-05-02 00:00:00,0.91,0.96,2018-08-02 00:00:00,0.61,0.71,2018-11-01 00:00:00,0.88,0.88
EXPD,2017-02-21 13:30:00,0.6,0.61,2017-05-02 00:00:00,0.56,0.51,2017-08-08 00:00:00,0.59,0.6,2017-11-07 00:00:00,0.6,0.66,2018-02-20 13:30:00,0.63,0.71,2018-05-08 00:00:00,0.65,0.76,2018-08-07 00:00:00,0.78,0.79,2018-11-06 00:00:00,0.79,0.92
EXPE,2017-02-09 21:00:00,1.37,1.17,2017-04-27 20:00:00,0.06,0.05,2017-07-27 20:00:00,0.94,0.89,2017-10-26 20:00:00,2.62,2.51,2018-02-08 21:00:00,1.15,0.84,2018-04-26 00:00:00,-0.47,-0.46,2018-07-26 00:00:00,0.89,1.38,2018-10-25 00:00:00,3.12,3.65
EXR,2017-02-21 21:00:00,0.55,0.65,2017-04-26 20:00:00,0.57,0.64,2017-08-01 20:00:00,0.65,0.69,2017-11-01 20:00:00,0.72,0.74,2018-02-20 21:00:00,0.7,1.63,2018-05-01 00:00:00,0.65,0.7,2018-07-31 00:00:00,0.69,0.75,2018-10-30 00:00:00,0.75,1.02
F,2017-01-26 00:00:00,0.31,0.3,2017-04-27 07:00:00,0.35,0.39,2017-07-26 00:00:00,0.43,0.56,2017-10-26 00:00:00,0.33,0.43,2018-01-24 21:00:00,0.42,0.39,2018-04-25 00:00:00,0.41,0.43,2018-07-25 00:00:00,0.31,0.27,2018-10-24 00:00:00,0.28,0.29
FANG,2017-02-14 21:00:00,0.51,0.9,2017-05-02 20:00:00,0.6,1.04,2017-08-01 20:00:00,0.91,1.25,2017-11-06 21:00:00,1.22,1.33,2018-02-13 21:00:00,1.51,1.56,2018-05-08 00:00:00,1.58,1.64,2018-08-08 00:00:00,1.63,1.59,2018-11-06 00:00:00,1.58,1.67
FAST,2017-01-18 00:00:00,0.38,0.4,2017-04-12 07:00:00,0.46,0.46,2017-07-12 07:00:00,0.5,0.52,2017-10-11 07:00:00,0.5,0.5,2018-01-17 07:00:00,0.45,0.45,2018-04-11 00:00:00,0.31,0.31,2018-07-11 00:00:00,0.33,0.37,2018-10-10 00:00:00,0.34,0.35
FB,2017-02-01 21:00:00,1.31,1.21,2017-05-03 20:00:00,1.12,1.04,2017-07-26 20:00:00,1.13,1.32,2017-11-01 20:00:00,1.28,1.59,2018-01-31 21:00:00,1.95,1.44,2018-04-25 00:00:00,1.35,1.69,2018-07-25 00:00:00,1.72,1.74,2018-10-30 00:00:00,1.47,1.76
FBHS,2017-01-31 00:00:00,0.69,0.71,2017-04-26 20:00:00,0.47,0.53,2017-08-02 20:00:00,0.87,0.92,2017-10-25 20:00:00,0.82,0.83,2018-02-01 21:00:00,0.8,0.8,2018-04-26 00:00:00,0.59,0.56,2018-07-26 00:00:00,1.02,1,2018-10-25 00:00:00,1.05,0.93
FCX,2017-01-25 00:00:00,0.34,0.25,2017-04-25 12:30:00,0.16,0.15,2017-07-25 12:30:00,0.21,0.17,2017-10-25 12:30:00,0.31,0.34,2018-01-25 13:30:00,0.49,0.51,2018-04-24 00:00:00,0.56,0.46,2018-07-25 00:00:00,0.52,0.58,2018-10-24 00:00:00,0.33,0.35
FDX,2017-03-21 16:15:00,2.62,2.35,2017-06-20 16:15:00,3.88,4.25,2017-09-19 16:15:00,3.09,2.51,2017-12-19 16:15:00,2.89,3.18,2018-03-20 20:00:00,3.11,3.72,2018-06-19 00:00:00,5.71,5.91,2018-09-17 00:00:00,3.81,3.46,2018-12-18 00:00:00,3.94,4.03
FE,2017-02-21 21:00:00,0.4,0.38,2017-04-27 20:00:00,0.71,0.78,2017-07-27 20:00:00,0.6,0.61,2017-10-26 20:00:00,0.87,0.97,2018-02-20 21:00:00,0.68,0.71,2018-04-23 00:00:00,0.67,0.67,2018-07-31 00:00:00,0.53,0.62,2018-10-25 00:00:00,0.71,0.8
FFIV,2017-01-25 00:00:00,1.94,1.98,2017-04-26 16:00:00,1.97,1.95,2017-07-26 16:00:00,2.03,2.03,2017-10-25 16:00:00,2.21,2.44,2018-01-24 16:00:00,2.04,2.26,2018-04-25 00:00:00,2.27,2.31,2018-07-25 00:00:00,2.39,2.44,2018-10-24 00:00:00,2.63,2.9
FIS,2017-02-07 13:30:00,1.14,1.14,2017-05-02 12:30:00,0.82,0.86,2017-08-02 12:30:00,0.97,1.02,2017-10-31 12:30:00,1.06,1.18,2018-02-06 13:30:00,1.34,1.36,2018-05-01 00:00:00,1.05,1.09,2018-07-31 00:00:00,1.21,1.23,2018-10-30 00:00:00,1.3,1.33
FISV,2017-02-08 21:00:00,1.16,1.16,2017-04-26 20:00:00,1.19,1.25,2017-08-01 20:00:00,1.23,1.19,2017-10-31 20:00:00,1.31,1.27,2018-02-07 21:00:00,0.69,0.71,2018-05-01 00:00:00,0.73,0.76,2018-07-31 00:00:00,0.74,0.75,2018-10-31 00:00:00,0.77,0.75
FITB,2017-01-24 00:00:00,0.43,0.49,2017-04-25 12:30:00,0.37,0.38,2017-07-21 12:30:00,0.43,0.45,2017-10-24 12:30:00,0.47,1.35,2018-01-23 13:30:00,0.48,0.48,2018-04-24 00:00:00,0.48,0.57,2018-07-19 00:00:00,0.57,0.63,2018-10-23 00:00:00,0.63,0.64
FL,2017-02-24 13:30:00,1.32,1.37,2017-05-19 12:30:00,1.38,1.36,2017-08-18 12:30:00,0.9,0.62,2017-11-17 13:30:00,0.8,0.87,2018-03-02 13:30:00,1.25,1.26,2018-05-25 00:00:00,1.25,1.45,2018-08-24 00:00:00,0.7,0.75,2018-11-20 00:00:00,0.92,0.95
FLIR,2017-02-14 13:30:00,0.54,0.46,2017-04-26 07:30:00,0.36,0.36,2017-07-26 07:30:00,0.41,0.42,2017-10-25 12:30:00,0.48,0.52,2018-02-14 13:30:00,0.55,0.58,2018-04-25 00:00:00,0.42,0.48,2018-07-25 00:00:00,0.49,0.55,2018-10-30 00:00:00,0.57,0.57
FLR,2017-02-17 13:30:00,0.79,0.82,2017-05-04 20:00:00,0.67,0.43,2017-08-03 20:00:00,0.6,-0.17,2017-11-02 20:00:00,0.6,0.67,2018-02-20 21:00:00,0.63,0.7,2018-05-03 00:00:00,0.77,-0.13,2018-08-02 00:00:00,0.71,0.81,2018-11-01 00:00:00,0.64,0.55
FLS,2017-02-16 21:00:00,0.64,0.72,2017-05-01 20:00:00,0.19,0.25,2017-07-27 20:00:00,0.43,0.22,2017-11-01 20:00:00,0.34,0.37,2018-02-15 21:00:00,0.51,0.5,2018-05-10 00:00:00,0.27,0.27,2018-08-08 00:00:00,0.33,0.41,2018-11-07 00:00:00,0.43,0.49
FLT,2017-02-08 21:00:00,1.87,1.9,2017-05-01 20:00:00,1.87,1.96,2017-08-03 20:00:00,1.97,1.99,2017-11-01 20:00:00,2.15,2.18,2018-02-08 21:00:00,2.33,2.42,2018-05-03 00:00:00,2.37,2.5,2018-08-02 00:00:00,2.53,2.57,2018-10-30 00:00:00,2.66,2.68
FMC,2017-02-06 21:00:00,0.89,0.88,2017-05-02 20:00:00,0.57,0.43,2017-08-01 20:00:00,0.47,0.48,2017-11-06 21:00:00,0.63,0.7,2018-02-12 21:00:00,1.05,1.1,2018-05-02 00:00:00,1.61,1.84,2018-08-01 00:00:00,1.72,1.78,2018-11-05 00:00:00,0.92,0.98
FRC,2017-01-13 00:00:00,1.01,1.03,2017-04-13 00:00:00,1.01,1.01,2017-07-14 12:30:00,1.09,1.06,2017-10-13 12:30:00,1.15,1.14,2018-01-16 13:30:00,1.33,1.34,2018-04-13 00:00:00,1.07,1.13,2018-07-13 00:00:00,1.17,1.2,2018-10-12 00:00:00,1.2,1.19
FRT,2017-02-13 21:00:00,0.78,0.8,2017-05-03 00:00:00,0.78,0.78,2017-08-02 20:00:00,0.8,1.05,2017-11-01 00:00:00,0.72,1.47,2018-02-13 21:00:00,0.73,0.67,2018-05-02 00:00:00,0.78,0.81,2018-08-01 00:00:00,0.77,0.84,2018-10-31 00:00:00,0.79,0.82
FTI,2017-04-26 00:00:00,0.31,0.71,2017-04-27 00:00:00,0.3,0.71,2017-07-26 00:00:00,0.37,0.45,2017-10-25 00:00:00,0.46,0.39,2018-02-21 00:00:00,0.43,0.2,2018-05-09 00:00:00,0.34,0.28,2018-07-25 00:00:00,0.39,0.28,2018-10-24 00:00:00,0.39,0.31
FTNT,2017-02-02 21:00:00,0.21,0.3,2017-04-27 20:00:00,0.15,0.17,2017-07-26 20:00:00,0.2,0.27,2017-10-26 20:00:00,0.23,0.28,2018-02-05 21:00:00,0.29,0.32,2018-05-03 00:00:00,0.24,0.33,2018-08-01 00:00:00,0.36,0.41,2018-11-01 00:00:00,0.42,0.49
FTV,2017-02-07 21:00:00,0.67,0.68,2017-04-27 00:00:00,0.57,0.6,2017-07-27 20:00:00,0.69,0.71,2017-10-26 00:00:00,0.73,0.77,2018-02-08 21:00:00,0.78,0.82,2018-04-26 00:00:00,0.75,0.65,2018-07-26 00:00:00,0.89,0.76,2018-10-25 00:00:00,0.87,0.74
GD,2017-01-27 00:00:00,2.52,2.62,2017-04-26 12:30:00,2.32,2.48,2017-07-26 12:30:00,2.43,2.45,2017-10-25 12:30:00,2.44,2.52,2018-01-24 13:30:00,2.38,2.5,2018-04-25 00:00:00,2.49,2.65,2018-07-25 00:00:00,2.49,2.62,2018-10-24 00:00:00,2.76,2.89
GE,2017-01-20 00:00:00,0.46,0.46,2017-04-21 12:30:00,0.17,0.21,2017-07-21 00:00:00,0.25,0.28,2017-10-20 12:30:00,0.49,0.29,2018-01-24 13:30:00,0.29,0.27,2018-04-20 00:00:00,0.11,0.16,2018-07-20 00:00:00,0.18,0.19,2018-10-30 00:00:00,0.2,0.14
GILD,2017-02-07 21:00:00,2.61,2.7,2017-05-02 20:00:00,2.28,2.23,2017-07-26 20:00:00,2.15,2.56,2017-10-26 20:00:00,2.13,2.27,2018-02-06 21:00:00,1.67,1.78,2018-05-01 00:00:00,1.67,1.48,2018-07-25 00:00:00,1.56,1.91,2018-10-25 00:00:00,1.63,1.84
GIS,2017-03-21 12:30:00,0.71,0.72,2017-06-28 12:30:00,0.71,0.73,2017-09-20 12:30:00,0.76,0.71,2017-12-20 13:30:00,0.82,0.82,2018-03-21 12:30:00,0.78,0.79,2018-06-27 00:00:00,0.72,0.79,2018-09-18 00:00:00,0.64,0.71,2018-12-19 00:00:00,0.81,0.85
GLW,2017-01-24 00:00:00,0.44,0.5,2017-04-25 12:30:00,0.35,0.39,2017-07-26 12:30:00,0.4,0.42,2017-10-24 12:30:00,0.41,0.43,2018-01-30 13:30:00,0.47,0.49,2018-04-24 00:00:00,0.3,0.31,2018-07-25 00:00:00,0.37,0.38,2018-10-23 00:00:00,0.49,0.51
GM,2017-02-07 13:30:00,1.17,1.28,2017-04-28 12:30:00,1.48,1.7,2017-07-25 12:30:00,1.69,1.89,2017-10-24 12:30:00,1.12,1.32,2018-02-06 13:30:00,1.38,1.65,2018-04-26 00:00:00,1.24,1.43,2018-07-25 00:00:00,1.78,1.81,2018-10-31 00:00:00,1.25,1.87
GOOG,2017-01-26 00:00:00,9.67,9.36,2017-04-27 00:00:00,7.39,7.73,2017-07-24 00:00:00,4.47,5.01,2017-10-26 00:00:00,8.33,9.57,2018-02-01 00:00:00,9.96,9.7,2018-04-23 00:00:00,9.32,13.33,2018-07-23 00:00:00,9.54,4.54,2018-10-25 00:00:00,10.4,13.06
GOOGL,2017-01-26 00:00:00,9.65,9.36,2017-04-27 10:59:00,7.39,7.73,2017-07-24 20:00:00,4.49,5.01,2017-10-26 20:00:00,8.33,9.57,2018-02-01 21:00:00,9.98,9.7,2018-04-23 00:00:00,9.28,13.33,2018-07-23 00:00:00,9.59,4.54,2018-10-25 00:00:00,10.42,13.06
GPC,2017-02-21 13:30:00,1.01,1.02,2017-04-19 12:30:00,1.05,1.08,2017-07-20 12:30:00,1.31,1.29,2017-10-19 12:30:00,1.28,1.16,2018-02-20 13:30:00,1.09,1.12,2018-04-19 00:00:00,1.31,1.27,2018-07-19 00:00:00,1.58,1.59,2018-10-18 00:00:00,1.48,1.48
GPN,2017-02-24 00:00:00,,,2017-05-04 12:30:00,0.8,0.85,2017-08-03 12:30:00,0.91,0.94,2017-11-08 13:30:00,1.1,1.15,2018-02-15 13:30:00,1.06,1.07,2018-05-03 00:00:00,1.1,1.13,2018-08-02 00:00:00,1.22,1.29,2018-10-30 00:00:00,1.39,1.44
GPS,2017-02-23 16:15:00,0.51,0.51,2017-05-18 16:15:00,0.29,0.36,2017-08-17 16:15:00,0.52,0.58,2017-11-16 16:15:00,0.54,0.58,2018-03-01 16:15:00,0.58,0.61,2018-05-24 00:00:00,0.46,0.42,2018-08-23 00:00:00,0.72,0.76,2018-11-20 00:00:00,0.68,0.69
GRMN,2017-02-22 13:30:00,0.57,0.73,2017-05-03 12:30:00,0.45,0.52,2017-08-02 12:30:00,0.81,0.88,2017-11-01 12:30:00,0.66,0.75,2018-02-21 13:30:00,0.76,0.79,2018-05-02 00:00:00,0.56,0.68,2018-08-01 00:00:00,0.87,0.99,2018-10-31 00:00:00,0.76,1
GS,2017-01-18 00:00:00,4.82,5.08,2017-04-18 12:30:00,5.31,5.15,2017-07-18 12:30:00,3.39,3.95,2017-10-17 12:30:00,4.17,5.02,2018-01-17 13:30:00,4.92,5.68,2018-04-17 00:00:00,5.58,6.95,2018-07-17 00:00:00,4.66,5.98,2018-10-16 00:00:00,5.38,6.28
GWW,2017-01-25 00:00:00,2.36,2.45,2017-04-18 00:00:00,2.99,2.88,2017-07-19 08:00:00,2.65,2.74,2017-10-17 08:00:00,2.56,2.9,2018-01-24 08:00:00,2.2,2.94,2018-04-19 00:00:00,3.44,4.18,2018-07-18 00:00:00,3.72,4.37,2018-10-16 00:00:00,3.94,4.19
HAL,2017-01-23 00:00:00,0.02,0.04,2017-04-24 12:30:00,0.03,0.04,2017-07-24 12:30:00,0.18,0.23,2017-10-23 12:30:00,0.37,0.42,2018-01-22 13:30:00,0.46,0.53,2018-04-23 00:00:00,0.41,0.41,2018-07-23 00:00:00,0.58,0.58,2018-10-22 00:00:00,0.49,0.5
HAS,2017-02-06 13:30:00,1.27,1.64,2017-04-24 12:30:00,0.38,0.54,2017-07-24 12:30:00,0.46,0.53,2017-10-23 12:30:00,1.94,2.09,2018-02-07 13:30:00,1.8,2.3,2018-04-23 00:00:00,0.33,0.1,2018-07-23 00:00:00,0.29,0.48,2018-10-22 00:00:00,2.23,1.93
HBAN,2017-01-25 00:00:00,0.22,0.18,2017-04-19 12:30:00,0.21,0.17,2017-07-21 12:30:00,0.23,0.23,2017-10-25 12:30:00,0.25,0.23,2018-01-23 13:30:00,0.26,0.26,2018-04-24 00:00:00,0.28,0.28,2018-07-25 00:00:00,0.29,0.3,2018-10-23 00:00:00,0.32,0.33
HBI,2017-02-02 21:00:00,0.58,0.53,2017-05-02 20:00:00,0.28,0.29,2017-08-01 20:00:00,0.53,0.53,2017-11-01 20:00:00,0.6,0.6,2018-02-08 21:00:00,0.52,0.52,2018-05-01 00:00:00,0.24,0.26,2018-08-01 00:00:00,0.46,0.45,2018-11-01 00:00:00,0.55,0.55
HCA,2017-05-02 12:30:00,1.76,1.74,2017-07-25 12:30:00,1.81,1.75,2017-10-18 20:00:00,1.57,1.21,2017-10-31 12:30:00,1.57,1.21,2018-01-30 13:30:00,1.87,2.13,2018-05-01 00:00:00,2.08,2.33,2018-07-25 00:00:00,2.16,2.29,2018-10-30 00:00:00,1.9,2.16
HD,2017-02-21 13:30:00,1.34,1.44,2017-05-16 12:30:00,1.62,1.67,2017-08-15 12:30:00,2.22,2.25,2017-11-14 13:30:00,1.82,1.84,2018-02-20 13:30:00,1.61,1.69,2018-05-15 00:00:00,2.05,2.08,2018-08-14 00:00:00,2.84,3.05,2018-11-13 00:00:00,2.26,2.51
HES,2017-01-25 00:00:00,-1.09,-1.01,2017-04-26 12:30:00,-1.11,-1.07,2017-07-26 12:30:00,-1.34,-1.46,2017-10-25 12:30:00,-1.29,-1.07,2018-02-05 13:30:00,-0.91,-1.01,2018-04-25 00:00:00,-0.49,-0.27,2018-07-25 00:00:00,-0.29,-0.23,2018-10-31 00:00:00,0,0.38
HFC,2017-02-22 13:30:00,-0.07,-0.06,2017-05-03 12:30:00,-0.12,-0.19,2017-08-02 12:30:00,0.47,0.66,2017-11-01 12:30:00,0.9,1.14,2018-02-21 13:30:00,0.83,0.7,2018-05-02 00:00:00,0.38,0.77,2018-08-02 00:00:00,1.61,1.45,2018-10-31 00:00:00,1.67,1.98
HIG,2017-04-27 20:00:00,0.99,1,2017-07-27 20:00:00,0.94,1.04,2017-10-23 10:59:00,0.57,0.6,2018-02-05 10:59:00,0.74,,2018-02-08 21:00:00,0.77,0.81,2018-04-26 00:00:00,1.08,1.27,2018-07-26 00:00:00,1.03,1.13,2018-10-25 00:00:00,1.06,1.15
HII,2017-02-16 13:30:00,2.45,4.2,2017-05-04 12:30:00,2.73,2.56,2017-08-03 12:30:00,2.67,3.21,2017-11-08 13:30:00,2.79,3.27,2018-02-15 13:30:00,2.9,3.11,2018-05-03 00:00:00,4.07,3.48,2018-08-02 00:00:00,4.09,5.4,2018-11-08 00:00:00,4.13,5.29
HLT,2017-02-15 13:30:00,0.65,0.7,2017-05-02 12:30:00,0.28,0.38,2017-07-26 12:30:00,0.5,0.52,2017-10-26 12:30:00,0.5,0.56,2018-02-14 13:30:00,0.45,0.54,2018-04-26 00:00:00,0.51,0.55,2018-07-25 00:00:00,0.7,0.7,2018-10-24 00:00:00,0.76,0.77
HOG,2017-01-31 00:00:00,0.31,0.27,2017-04-18 12:30:00,1.02,1.05,2017-07-18 12:30:00,1.38,1.48,2017-10-17 12:30:00,0.39,0.4,2018-01-30 13:30:00,0.46,0.47,2018-04-24 00:00:00,0.93,1.24,2018-07-24 00:00:00,1.35,1.52,2018-10-23 00:00:00,0.53,0.83
HOLX,2017-02-01 21:00:00,0.51,0.52,2017-05-10 20:00:00,0.46,0.5,2017-08-02 20:00:00,0.49,0.5,2017-11-08 21:00:00,0.49,0.5,2018-02-08 21:00:00,0.5,0.55,2018-05-02 00:00:00,0.53,0.53,2018-07-31 00:00:00,0.56,0.58,2018-11-07 00:00:00,0.58,0.58
HON,2017-01-27 00:00:00,1.74,1.74,2017-04-21 12:30:00,1.62,1.71,2017-07-21 00:00:00,1.78,1.8,2017-10-20 00:00:00,1.75,1.75,2018-01-26 13:30:00,1.84,1.85,2018-04-20 00:00:00,1.9,1.95,2018-07-20 00:00:00,2.01,2.12,2018-10-19 00:00:00,1.99,2.03
HP,2017-01-26 00:00:00,-0.36,-0.41,2017-04-27 12:30:00,-0.38,-0.47,2017-07-27 12:30:00,-0.3,-0.25,2017-11-16 13:30:00,-0.19,-0.14,2018-01-25 13:30:00,-0.13,-0.02,2018-04-26 00:00:00,-0.05,-0.05,2018-07-25 00:00:00,0.04,-0.01,2018-11-15 00:00:00,0.18,0.19
HPE,2017-02-23 21:00:00,0.44,0.45,2017-05-31 20:00:00,0.35,0.35,2017-09-05 20:00:00,0.26,0.3,2017-11-21 21:00:00,0.28,0.31,2018-02-22 21:00:00,0.22,0.34,2018-05-22 00:00:00,0.31,0.34,2018-08-28 00:00:00,0.37,0.44,2018-12-04 00:00:00,0.43,0.45
HPQ,2017-02-22 21:00:00,0.37,0.38,2017-05-24 20:00:00,0.39,0.4,2017-08-23 20:00:00,0.42,0.43,2017-11-21 21:00:00,0.44,0.44,2018-02-22 21:00:00,0.42,0.48,2018-05-29 00:00:00,0.48,0.48,2018-08-23 00:00:00,0.51,0.52,2018-11-29 00:00:00,0.54,0.54
HRB,2017-03-07 21:00:00,-0.53,-0.49,2017-06-13 20:00:00,3.53,3.76,2017-08-29 00:00:00,-0.62,-0.62,2017-12-06 13:30:00,-0.72,-0.71,2018-03-06 21:00:00,-1.29,-1.16,2018-06-12 00:00:00,5.27,5.43,2018-08-28 00:00:00,-0.77,-0.72,2018-12-06 00:00:00,-0.92,-0.83
HRL,2017-02-23 13:30:00,0.45,0.44,2017-05-25 12:30:00,0.4,0.39,2017-08-24 12:30:00,0.37,0.34,2017-11-21 13:30:00,0.4,0.41,2018-02-22 13:30:00,0.44,0.56,2018-05-24 00:00:00,0.45,0.44,2018-08-23 00:00:00,0.39,0.39,2018-11-20 00:00:00,0.49,0.51
HSIC,2017-02-21 13:30:00,1.85,1.88,2017-05-09 12:30:00,1.65,1.76,2017-08-08 12:30:00,0.87,0.88,2017-11-06 13:30:00,0.89,0.87,2018-02-20 13:30:00,0.97,0.97,2018-05-08 00:00:00,0.92,0.95,2018-08-06 00:00:00,1.01,1.04,2018-11-06 00:00:00,1.01,1.03
HST,2017-02-22 13:30:00,0.14,0.17,2017-04-28 12:30:00,0.16,0.21,2017-07-26 20:00:00,0.29,0.28,2017-11-01 20:00:00,0.14,0.14,2018-02-21 21:00:00,0.15,0.12,2018-05-02 00:00:00,0.21,0.34,2018-08-07 00:00:00,0.26,0.28,2018-11-01 00:00:00,0.11,0.43
HSY,2017-02-03 13:30:00,1.08,1.17,2017-04-26 12:30:00,1.25,1.31,2017-07-26 12:30:00,0.9,1.09,2017-10-26 12:30:00,1.3,1.33,2018-02-01 13:30:00,1.07,1.03,2018-04-26 00:00:00,1.4,1.41,2018-07-26 00:00:00,1.1,1.14,2018-10-25 00:00:00,1.55,1.55
HUM,2017-02-08 06:30:00,2.05,2.09,2017-05-03 06:30:00,2.5,2.75,2017-08-02 06:30:00,3.08,3.49,2017-11-08 06:30:00,3.27,3.39,2018-02-07 06:30:00,2,2.06,2018-05-02 00:00:00,3.19,3.36,2018-08-01 00:00:00,3.78,3.96,2018-11-07 00:00:00,4.26,4.58
IBM,2017-01-19 00:00:00,4.88,5.01,2017-04-18 20:00:00,2.35,2.38,2017-07-18 20:00:00,2.74,2.97,2017-10-17 20:00:00,3.28,3.3,2018-01-18 21:00:00,5.17,5.14,2018-04-17 00:00:00,2.42,2.45,2018-07-18 20:00:00,3.04,3.08,2018-10-16 00:00:00,3.4,3.42
ICE,2017-05-03 12:30:00,0.73,0.74,2017-08-03 12:30:00,0.76,0.75,2017-11-02 12:30:00,0.7,0.73,2018-02-06 00:00:00,0.72,0.73,2018-02-07 13:30:00,0.72,0.73,2018-05-03 00:00:00,0.88,0.9,2018-08-02 00:00:00,0.89,0.9,2018-10-31 00:00:00,0.8,0.85
IDXX,2017-02-02 13:30:00,0.51,0.58,2017-04-28 12:30:00,0.61,0.77,2017-08-01 12:30:00,0.85,0.95,2017-10-31 07:00:00,0.74,0.79,2018-02-01 07:00:00,0.73,0.77,2018-05-04 00:00:00,0.93,1.01,2018-08-01 00:00:00,1.17,1.23,2018-11-01 00:00:00,0.97,1.05
IFF,2017-02-15 21:00:00,1.18,1.22,2017-05-08 20:00:00,1.51,1.52,2017-08-08 20:00:00,1.45,1.5,2017-11-06 21:00:00,1.42,1.47,2018-02-14 21:00:00,1.31,1.4,2018-05-07 00:00:00,1.59,1.79,2018-08-07 00:00:00,1.59,1.76,2018-11-05 00:00:00,1.54,1.64
ILMN,2017-01-31 00:00:00,0.82,0.85,2017-04-25 20:00:00,0.64,0.64,2017-08-01 20:00:00,0.69,0.82,2017-10-24 20:00:00,0.99,1.11,2018-01-30 21:00:00,1.22,1.44,2018-04-24 00:00:00,1.02,1.45,2018-07-30 00:00:00,1.11,1.43,2018-10-23 00:00:00,1.26,1.52
INCY,2017-02-14 07:00:00,0.13,0.05,2017-05-04 07:00:00,-1,-0.96,2017-08-01 07:00:00,-0.05,-0.06,2017-10-31 07:00:00,0.07,0.17,2018-02-15 07:00:00,-0.45,-0.71,2018-05-01 00:00:00,0.04,-0.01,2018-07-31 00:00:00,0.35,0.26,2018-10-30 00:00:00,0.4,0.38
INFO,2017-01-17 00:00:00,0.45,0.48,2017-03-28 12:30:00,0.45,0.46,2017-06-27 12:30:00,0.52,0.52,2017-09-26 12:30:00,0.53,0.57,2018-01-16 13:30:00,0.51,0.52,2018-03-27 00:00:00,0.5,0.53,2018-06-26 00:00:00,0.57,0.61,2018-09-25 00:00:00,0.55,0.58
INTC,2017-01-26 00:00:00,0.75,0.79,2017-04-27 20:00:00,0.65,0.66,2017-07-27 20:00:00,0.68,0.72,2017-10-26 20:00:00,0.8,1.01,2018-01-25 21:00:00,0.87,1.08,2018-04-26 00:00:00,0.72,0.87,2018-07-26 00:00:00,0.96,1.04,2018-10-25 00:00:00,1.15,1.4
INTU,2017-02-23 21:00:00,0.25,0.26,2017-05-23 20:00:00,3.87,3.9,2017-08-22 20:00:00,0.17,0.2,2017-11-20 21:00:00,0.05,0.11,2018-02-22 21:00:00,0.34,0.35,2018-05-22 00:00:00,4.68,4.82,2018-08-23 00:00:00,0.23,0.32,2018-11-19 00:00:00,0.11,0.29
IP,2017-02-02 13:30:00,0.71,0.73,2017-04-27 12:30:00,0.56,0.6,2017-07-27 12:30:00,0.65,0.65,2017-10-25 12:30:00,1.06,1.08,2018-02-01 13:30:00,1.19,1.27,2018-04-26 00:00:00,0.89,0.94,2018-07-26 00:00:00,1.09,1.19,2018-10-25 00:00:00,1.48,1.56
